client_id,age,situation_familiale,statut_logement,type_logement,surface_m2,region,patrimoine_estime,revenu_annuel,assureur,garanties,exclusions,nombre_garanties,montant_couvert,cotisation_annuelle,sinistres_déclarés,dernier_sinistre,résiliation_précédente,paiements_en_retard
CLT03584,69,Divorcé(e),Propriétaire,Appartement,56,Auvergne-Rhône-Alpes,16800,23552,Matmut,['Catastrophes naturelles'],"[""Dégât des eaux, gel, refoulement d'égout"", ""Protection corporelle de l'assuré""]",1,14493,432,2,2023-01-31,Non,Non
CLT03585,69,Divorcé(e),Propriétaire,Maison individuelle isolée,90,Provence-Alpes-Côte d'Azur,28800,53729,"Covéa (MMA, MAAF, GMF)","['Attentats matériels', 'Responsabilité civile']","['Incendie, foudre, explosion, vandalisme', 'Assistance']",2,23574,1048,3,2025-03-09,Non,Non
CLT03586,57,Célibataire,Propriétaire,Maison mitoyenne,102,Nouvelle-Aquitaine,31620,26871,Macif (Aéma Groupe),['Attentats matériels'],['Vol'],1,17383,788,2,2023-05-22,Non,Oui
CLT03587,48,Marié(e),Propriétaire,Maison mitoyenne,123,Auvergne-Rhône-Alpes,36900,42834,"Covéa (MMA, MAAF, GMF)","['Attentats matériels', 'Responsabilité civile']","['Tempête, grêle, neige']",2,10318,1432,3,2022-12-28,Non,Non
CLT03588,24,Célibataire,Locataire,Appartement,76,Auvergne-Rhône-Alpes,22800,32561,Crédit Agricole Assurances (Pacifica),['Responsabilité civile'],"[""Dégât des eaux, gel, refoulement d'égout"", ""Protection corporelle de l'assuré"", 'Vol']",1,21609,293,2,2024-08-15,Non,Non
CLT03589,33,Célibataire,Propriétaire,Appartement,72,Occitanie,20160,29605,Crédit Agricole Assurances (Pacifica),['Attentats matériels'],"[""Protection corporelle de l'assuré"", ""Dégât des eaux, gel, refoulement d'égout"", 'Bris de glace, véranda, capteurs solaires']",1,16090,556,2,2023-09-13,Non,Non
CLT03590,42,Célibataire,Propriétaire,Maison individuelle isolée,101,Occitanie,28280,47930,Groupe des Assurances du Crédit Mutuel,"['Responsabilité civile', 'Attentats matériels', 'Catastrophes naturelles']","['Dommages électriques, climatiques, inondation', ""Protection corporelle de l'assuré""]",3,16046,1344,3,2025-06-02,Non,Oui
CLT03591,50,Marié(e),Propriétaire,Appartement,65,Nouvelle-Aquitaine,20150,29043,"Covéa (MMA, MAAF, GMF)",['Catastrophes naturelles'],"[""Dégât des eaux, gel, refoulement d'égout"", 'Dommages électriques, climatiques, inondation']",1,14441,648,3,2023-11-10,Non,Non
CLT03592,31,Divorcé(e),Locataire,Appartement,75,Nouvelle-Aquitaine,23250,29010,Crédit Agricole Assurances (Pacifica),"['Responsabilité civile', 'Attentats matériels']","['Tempête, grêle, neige', 'Bris de glace, véranda, capteurs solaires']",2,17139,338,2,2024-03-08,Non,Non
CLT03593,80,Divorcé(e),Propriétaire,Maison mitoyenne,130,Provence-Alpes-Côte d'Azur,41600,24404,Groupe des Assurances du Crédit Mutuel,['Attentats matériels'],"['Incendie, foudre, explosion, vandalisme', 'Assistance']",1,40657,1297,3,2024-05-28,Non,Oui
CLT03594,47,Marié(e),Propriétaire,Maison individuelle isolée,144,Nouvelle-Aquitaine,44640,51507,"Covéa (MMA, MAAF, GMF)",['Responsabilité civile'],"['Bris de glace, véranda, capteurs solaires', 'Dommages électriques, climatiques, inondation', ""Dégât des eaux, gel, refoulement d'égout""]",1,22470,1437,3,2025-05-28,Oui,Non
CLT03595,25,En couple,Locataire,Maison individuelle isolée,137,Nouvelle-Aquitaine,42470,35734,"Covéa (MMA, MAAF, GMF)",['Catastrophes naturelles'],"['Tempête, grêle, neige', ""Dégât des eaux, gel, refoulement d'égout"", ""Protection corporelle de l'assuré""]",1,38438,683,3,2024-05-13,Non,Non
CLT03596,85,En couple,Locataire,Maison mitoyenne,109,Provence-Alpes-Côte d'Azur,34880,30469,"Covéa (MMA, MAAF, GMF)","['Catastrophes naturelles', 'Attentats matériels']","['Assistance', 'Tempête, grêle, neige', 'Dommages électriques, climatiques, inondation']",2,11759,491,2,2025-02-25,Non,Oui
CLT03597,21,Célibataire,Propriétaire,Maison individuelle isolée,174,Île-de-France,57420,39938,Crédit Agricole Assurances (Pacifica),['Responsabilité civile'],"['Bris de glace, véranda, capteurs solaires']",1,56026,1344,2,2025-02-11,Non,Non
CLT03598,27,Marié(e),Propriétaire,Appartement,52,Occitanie,14560,30403,"Covéa (MMA, MAAF, GMF)","['Responsabilité civile', 'Catastrophes naturelles']","['Dommages électriques, climatiques, inondation', 'Tempête, grêle, neige', ""Protection corporelle de l'assuré""]",2,13881,468,2,2025-06-21,Non,Non
CLT03599,66,Marié(e),Propriétaire,Maison individuelle isolée,121,Auvergne-Rhône-Alpes,36300,50987,Groupe des Assurances du Crédit Mutuel,['Catastrophes naturelles'],"['Bris de glace, véranda, capteurs solaires', 'Incendie, foudre, explosion, vandalisme', ""Protection corporelle de l'assuré""]",1,8110,935,2,2024-12-11,Non,Non
CLT03600,73,Célibataire,Locataire,Maison individuelle isolée,90,Île-de-France,29700,38152,Crédit Agricole Assurances (Pacifica),"['Catastrophes naturelles', 'Responsabilité civile']","['Assistance', 'Incendie, foudre, explosion, vandalisme', 'Tempête, grêle, neige']",2,22751,405,2,2025-03-30,Non,Non
CLT03601,43,Divorcé(e),Propriétaire,Appartement,75,Provence-Alpes-Côte d'Azur,24000,41833,Crédit Agricole Assurances (Pacifica),['Responsabilité civile'],"['Dommages électriques, climatiques, inondation', 'Incendie, foudre, explosion, vandalisme']",1,19227,748,3,2024-08-08,Non,Non
CLT03602,44,Divorcé(e),Locataire,Appartement,70,Provence-Alpes-Côte d'Azur,22400,36439,Macif (Aéma Groupe),"['Responsabilité civile', 'Attentats matériels']","['Vol', 'Tempête, grêle, neige']",2,15567,315,2,2023-08-28,Non,Non
CLT03603,29,Marié(e),Propriétaire,Maison mitoyenne,199,Provence-Alpes-Côte d'Azur,63680,25654,"Covéa (MMA, MAAF, GMF)",['Catastrophes naturelles'],"['Incendie, foudre, explosion, vandalisme', ""Dégât des eaux, gel, refoulement d'égout""]",1,6591,1986,3,2023-05-18,Non,Non
CLT03604,35,Divorcé(e),Propriétaire,Appartement,64,Nouvelle-Aquitaine,19840,34255,Macif (Aéma Groupe),"['Responsabilité civile', 'Catastrophes naturelles', 'Attentats matériels']","['Assistance', 'Incendie, foudre, explosion, vandalisme', 'Vol']",3,18219,659,2,2023-05-19,Non,Oui
CLT03605,51,En couple,Propriétaire,Appartement,71,Provence-Alpes-Côte d'Azur,22720,50375,"Covéa (MMA, MAAF, GMF)","['Attentats matériels', 'Catastrophes naturelles', 'Responsabilité civile']","['Bris de glace, véranda, capteurs solaires']",3,22355,731,2,2022-12-29,Non,Non
CLT03606,73,En couple,Locataire,Appartement,82,Nouvelle-Aquitaine,25419,31956,"Covéa (MMA, MAAF, GMF)",['Catastrophes naturelles'],"['Incendie, foudre, explosion, vandalisme', ""Dégât des eaux, gel, refoulement d'égout"", 'Assistance']",1,9377,409,3,2024-01-05,Oui,Oui
CLT03607,32,Divorcé(e),Locataire,Appartement,81,Occitanie,22680,53697,Macif (Aéma Groupe),"['Attentats matériels', 'Responsabilité civile']",['Assistance'],2,14819,471,3,2022-11-13,Non,Oui
CLT03608,62,Célibataire,Locataire,Maison mitoyenne,92,Occitanie,25760,35224,Macif (Aéma Groupe),"['Attentats matériels', 'Catastrophes naturelles']","['Assistance', ""Dégât des eaux, gel, refoulement d'égout"", 'Tempête, grêle, neige']",2,24028,414,2,2025-03-08,Oui,Non
CLT03609,19,Marié(e),Locataire,Appartement,55,Île-de-France,18150,24088,Macif (Aéma Groupe),['Responsabilité civile'],"['Vol', 'Tempête, grêle, neige']",1,17679,274,3,2023-05-22,Non,Non
CLT03610,54,Marié(e),Propriétaire,Maison mitoyenne,171,Auvergne-Rhône-Alpes,51300,48008,Macif (Aéma Groupe),['Attentats matériels'],['Vol'],1,41380,1321,2,2024-05-24,Non,Non
CLT03611,74,Célibataire,Locataire,Appartement,74,Provence-Alpes-Côte d'Azur,23680,48245,"Covéa (MMA, MAAF, GMF)",['Catastrophes naturelles'],"['Incendie, foudre, explosion, vandalisme', 'Assistance']",1,17044,213,1,2023-10-22,Non,Oui
CLT03612,79,Marié(e),Locataire,Appartement,93,Auvergne-Rhône-Alpes,27900,41589,Groupe des Assurances du Crédit Mutuel,"['Responsabilité civile', 'Catastrophes naturelles', 'Attentats matériels']","[""Protection corporelle de l'assuré"", 'Tempête, grêle, neige']",3,22719,619,3,2024-05-09,Non,Non
CLT03613,23,Célibataire,Locataire,Appartement,91,Nouvelle-Aquitaine,28210,50318,"Covéa (MMA, MAAF, GMF)","['Catastrophes naturelles', 'Responsabilité civile']","['Dommages électriques, climatiques, inondation', 'Incendie, foudre, explosion, vandalisme', ""Protection corporelle de l'assuré""]",2,27798,529,3,2024-06-28,Non,Non
CLT03614,29,Célibataire,Locataire,Appartement,64,Occitanie,17920,49003,Crédit Agricole Assurances (Pacifica),"['Catastrophes naturelles', 'Responsabilité civile']","[""Dégât des eaux, gel, refoulement d'égout""]",2,7031,372,3,2025-03-16,Non,Non
CLT03615,46,Veuf(ve),Locataire,Appartement,62,Île-de-France,20460,42935,Crédit Agricole Assurances (Pacifica),"['Catastrophes naturelles', 'Responsabilité civile', 'Attentats matériels']","['Incendie, foudre, explosion, vandalisme', 'Bris de glace, véranda, capteurs solaires']",3,5000,319,2,2023-01-16,Non,Non
CLT03616,41,En couple,Locataire,Maison individuelle isolée,178,Nouvelle-Aquitaine,55180,47407,Matmut,['Attentats matériels'],"['Assistance', 'Dommages électriques, climatiques, inondation', 'Bris de glace, véranda, capteurs solaires']",1,7280,888,3,2024-05-21,Non,Non
CLT03617,20,En couple,Locataire,Appartement,76,Provence-Alpes-Côte d'Azur,24320,36916,Macif (Aéma Groupe),"['Attentats matériels', 'Catastrophes naturelles', 'Responsabilité civile']","['Incendie, foudre, explosion, vandalisme', ""Dégât des eaux, gel, refoulement d'égout""]",3,24222,505,3,2025-05-25,Non,Non
CLT03618,78,En couple,Locataire,Maison mitoyenne,193,Provence-Alpes-Côte d'Azur,61760,41734,"Covéa (MMA, MAAF, GMF)","['Attentats matériels', 'Responsabilité civile']","['Bris de glace, véranda, capteurs solaires', ""Dégât des eaux, gel, refoulement d'égout""]",2,20459,1124,3,2024-06-19,Non,Non
CLT03619,49,Marié(e),Locataire,Appartement,72,Île-de-France,23760,53031,"Covéa (MMA, MAAF, GMF)",['Attentats matériels'],"['Tempête, grêle, neige', 'Vol']",1,18581,359,3,2023-09-23,Oui,Non
CLT03620,79,En couple,Locataire,Appartement,89,Provence-Alpes-Côte d'Azur,28480,38583,"Covéa (MMA, MAAF, GMF)",['Catastrophes naturelles'],"[""Protection corporelle de l'assuré"", 'Assistance', 'Dommages électriques, climatiques, inondation']",1,24334,256,1,2022-08-22,Non,Non
CLT03621,59,Marié(e),Propriétaire,Maison individuelle isolée,94,Nouvelle-Aquitaine,29140,43967,Matmut,['Attentats matériels'],"['Assistance', ""Dégât des eaux, gel, refoulement d'égout""]",1,25581,938,3,2025-03-29,Non,Oui
CLT03622,46,Célibataire,Propriétaire,Maison individuelle isolée,110,Île-de-France,36300,29227,Groupe des Assurances du Crédit Mutuel,"['Responsabilité civile', 'Attentats matériels']","['Tempête, grêle, neige', 'Vol', 'Assistance']",2,22290,1281,3,2025-02-17,Non,Oui
CLT03623,56,Célibataire,Propriétaire,Maison individuelle isolée,196,Auvergne-Rhône-Alpes,58800,44706,Matmut,"['Catastrophes naturelles', 'Responsabilité civile', 'Attentats matériels']",['Vol'],3,32120,2609,3,2025-05-27,Non,Non
CLT03624,84,Marié(e),Locataire,Appartement,88,Nouvelle-Aquitaine,27280,37153,Macif (Aéma Groupe),"['Responsabilité civile', 'Attentats matériels', 'Catastrophes naturelles']","['Incendie, foudre, explosion, vandalisme']",3,23004,337,1,2023-07-07,Non,Oui
CLT03625,40,Célibataire,Propriétaire,Maison individuelle isolée,143,Provence-Alpes-Côte d'Azur,45760,31824,"Covéa (MMA, MAAF, GMF)","['Attentats matériels', 'Responsabilité civile', 'Catastrophes naturelles']","[""Dégât des eaux, gel, refoulement d'égout"", 'Bris de glace, véranda, capteurs solaires']",3,42069,1473,2,2024-02-05,Oui,Oui
CLT03626,64,Célibataire,Locataire,Maison individuelle isolée,186,Nouvelle-Aquitaine,57660,22777,Matmut,['Attentats matériels'],"['Dommages électriques, climatiques, inondation', 'Incendie, foudre, explosion, vandalisme']",1,49221,928,3,2023-02-13,Non,Non
CLT03627,32,Célibataire,Locataire,Appartement,45,Île-de-France,14850,44870,Crédit Agricole Assurances (Pacifica),['Responsabilité civile'],"['Dommages électriques, climatiques, inondation', ""Protection corporelle de l'assuré""]",1,13806,224,3,2023-09-01,Oui,Non
CLT03628,53,Marié(e),Propriétaire,Maison mitoyenne,158,Île-de-France,52140,32743,Crédit Agricole Assurances (Pacifica),['Responsabilité civile'],"['Incendie, foudre, explosion, vandalisme', 'Assistance', 'Bris de glace, véranda, capteurs solaires']",1,34499,1221,2,2023-06-09,Oui,Non
CLT03629,68,Célibataire,Locataire,Appartement,57,Auvergne-Rhône-Alpes,17099,36746,Crédit Agricole Assurances (Pacifica),"['Catastrophes naturelles', 'Responsabilité civile', 'Attentats matériels']","[""Protection corporelle de l'assuré"", 'Assistance', 'Bris de glace, véranda, capteurs solaires']",3,16239,379,3,2024-07-14,Non,Non
CLT03630,19,En couple,Locataire,Appartement,63,Occitanie,17640,45407,Macif (Aéma Groupe),"['Responsabilité civile', 'Catastrophes naturelles', 'Attentats matériels']",['Vol'],3,11780,324,2,2024-04-28,Non,Oui
CLT03631,85,Célibataire,Locataire,Maison mitoyenne,107,Occitanie,29960,48036,Macif (Aéma Groupe),"['Responsabilité civile', 'Catastrophes naturelles', 'Attentats matériels']","['Tempête, grêle, neige', 'Vol', ""Dégât des eaux, gel, refoulement d'égout""]",3,23762,551,2,2025-05-26,Non,Non
CLT03632,37,Célibataire,Locataire,Maison mitoyenne,103,Nouvelle-Aquitaine,31930,44006,"Covéa (MMA, MAAF, GMF)",['Catastrophes naturelles'],"['Incendie, foudre, explosion, vandalisme', ""Protection corporelle de l'assuré""]",1,25565,514,3,2023-08-13,Non,Non
CLT03633,64,Célibataire,Propriétaire,Appartement,69,Auvergne-Rhône-Alpes,20700,34245,"Covéa (MMA, MAAF, GMF)","['Responsabilité civile', 'Catastrophes naturelles']","['Dommages électriques, climatiques, inondation']",2,9091,803,3,2024-06-02,Non,Oui
CLT03634,68,En couple,Propriétaire,Maison mitoyenne,189,Occitanie,52920,31964,Crédit Agricole Assurances (Pacifica),['Catastrophes naturelles'],"['Tempête, grêle, neige']",1,44518,1460,2,2023-03-31,Non,Non
CLT03635,68,En couple,Locataire,Maison mitoyenne,161,Île-de-France,53130,40922,"Covéa (MMA, MAAF, GMF)","['Attentats matériels', 'Responsabilité civile', 'Catastrophes naturelles']","['Tempête, grêle, neige', 'Dommages électriques, climatiques, inondation']",3,42651,1071,3,2023-11-30,Non,Non
CLT03636,50,Marié(e),Propriétaire,Appartement,60,Nouvelle-Aquitaine,18600,51705,"Covéa (MMA, MAAF, GMF)",['Attentats matériels'],"['Incendie, foudre, explosion, vandalisme', 'Tempête, grêle, neige']",1,16298,463,2,2025-03-16,Non,Oui
CLT03637,42,Marié(e),Propriétaire,Maison individuelle isolée,132,Occitanie,36960,51170,"Covéa (MMA, MAAF, GMF)","['Attentats matériels', 'Catastrophes naturelles', 'Responsabilité civile']","['Assistance', ""Protection corporelle de l'assuré""]",3,8254,1757,3,2022-11-24,Non,Non
CLT03638,22,Marié(e),Locataire,Appartement,55,Provence-Alpes-Côte d'Azur,17600,41298,Crédit Agricole Assurances (Pacifica),"['Attentats matériels', 'Catastrophes naturelles', 'Responsabilité civile']","['Vol', ""Protection corporelle de l'assuré""]",3,13989,366,3,2024-05-29,Non,Non
CLT03639,19,Marié(e),Propriétaire,Appartement,47,Auvergne-Rhône-Alpes,14100,41451,Macif (Aéma Groupe),"['Responsabilité civile', 'Catastrophes naturelles']","['Assistance', 'Bris de glace, véranda, capteurs solaires']",2,5000,423,2,2025-05-27,Non,Non
CLT03640,72,Célibataire,Propriétaire,Maison mitoyenne,152,Nouvelle-Aquitaine,47120,50631,Groupe des Assurances du Crédit Mutuel,['Attentats matériels'],"[""Dégât des eaux, gel, refoulement d'égout""]",1,24541,1517,3,2023-12-24,Non,Non
CLT03641,70,Célibataire,Locataire,Maison mitoyenne,177,Provence-Alpes-Côte d'Azur,56640,23903,Macif (Aéma Groupe),"['Attentats matériels', 'Catastrophes naturelles', 'Responsabilité civile']","['Tempête, grêle, neige']",3,25192,911,2,2023-05-21,Non,Non
CLT03642,36,Célibataire,Locataire,Appartement,74,Provence-Alpes-Côte d'Azur,23680,33093,"Covéa (MMA, MAAF, GMF)",['Catastrophes naturelles'],"['Dommages électriques, climatiques, inondation', 'Bris de glace, véranda, capteurs solaires']",1,5046,285,2,2022-08-28,Non,Oui
CLT03643,50,Marié(e),Locataire,Maison mitoyenne,155,Auvergne-Rhône-Alpes,46500,46217,Macif (Aéma Groupe),"['Catastrophes naturelles', 'Attentats matériels', 'Responsabilité civile']","['Vol', ""Dégât des eaux, gel, refoulement d'égout"", 'Dommages électriques, climatiques, inondation']",3,6287,798,2,2025-01-15,Non,Oui
CLT03644,23,Marié(e),Locataire,Appartement,94,Occitanie,26320,45060,"Covéa (MMA, MAAF, GMF)",['Attentats matériels'],"[""Protection corporelle de l'assuré"", 'Bris de glace, véranda, capteurs solaires']",1,14772,469,3,2023-07-04,Non,Non
CLT03645,55,Marié(e),Locataire,Appartement,57,Auvergne-Rhône-Alpes,17099,30698,"Covéa (MMA, MAAF, GMF)",['Responsabilité civile'],['Vol'],1,9933,220,2,2023-12-18,Non,Non
CLT03646,63,Marié(e),Locataire,Maison individuelle isolée,115,Occitanie,32200,23256,"Covéa (MMA, MAAF, GMF)",['Catastrophes naturelles'],"['Dommages électriques, climatiques, inondation', 'Assistance', 'Tempête, grêle, neige']",1,31243,444,2,2023-08-01,Non,Non
CLT03647,84,En couple,Locataire,Maison mitoyenne,147,Île-de-France,48510,24823,"Covéa (MMA, MAAF, GMF)","['Responsabilité civile', 'Attentats matériels']",['Assistance'],2,42622,662,2,2023-10-11,Oui,Non
CLT03648,57,Célibataire,Propriétaire,Maison individuelle isolée,166,Occitanie,46480,21671,"Covéa (MMA, MAAF, GMF)","['Responsabilité civile', 'Catastrophes naturelles', 'Attentats matériels']","['Tempête, grêle, neige']",3,36623,2209,3,2022-09-24,Non,Non
CLT03649,77,En couple,Locataire,Appartement,79,Nouvelle-Aquitaine,24490,33714,Macif (Aéma Groupe),"['Responsabilité civile', 'Catastrophes naturelles', 'Attentats matériels']","[""Protection corporelle de l'assuré"", 'Vol']",3,15738,407,2,2024-04-29,Oui,Oui
CLT03650,51,Marié(e),Propriétaire,Maison individuelle isolée,197,Île-de-France,65010,49165,Groupe des Assurances du Crédit Mutuel,['Responsabilité civile'],"['Incendie, foudre, explosion, vandalisme']",1,59247,1522,2,2023-04-16,Oui,Non
CLT03651,55,Marié(e),Locataire,Maison individuelle isolée,115,Provence-Alpes-Côte d'Azur,36800,37780,Macif (Aéma Groupe),['Attentats matériels'],"['Incendie, foudre, explosion, vandalisme']",1,31737,444,2,2022-09-29,Non,Non
CLT03652,27,En couple,Locataire,Maison mitoyenne,109,Provence-Alpes-Côte d'Azur,34880,31150,Macif (Aéma Groupe),"['Responsabilité civile', 'Attentats matériels']","['Tempête, grêle, neige', 'Assistance', 'Bris de glace, véranda, capteurs solaires']",2,25811,491,2,2023-06-10,Non,Non
CLT03653,51,Célibataire,Propriétaire,Appartement,46,Provence-Alpes-Côte d'Azur,14720,53915,"Covéa (MMA, MAAF, GMF)","['Attentats matériels', 'Catastrophes naturelles']","['Assistance', 'Dommages électriques, climatiques, inondation', 'Incendie, foudre, explosion, vandalisme']",2,10451,414,2,2023-07-09,Non,Non
CLT03654,79,En couple,Propriétaire,Maison individuelle isolée,133,Île-de-France,43890,26418,Groupe des Assurances du Crédit Mutuel,"['Responsabilité civile', 'Attentats matériels']","[""Protection corporelle de l'assuré""]",2,39487,1199,2,2022-08-13,Non,Non
CLT03655,63,Divorcé(e),Locataire,Maison mitoyenne,128,Provence-Alpes-Côte d'Azur,40960,24417,"Covéa (MMA, MAAF, GMF)","['Catastrophes naturelles', 'Responsabilité civile', 'Attentats matériels']","['Incendie, foudre, explosion, vandalisme', 'Tempête, grêle, neige']",3,36871,659,2,2024-03-16,Non,Non
CLT03656,26,Célibataire,Propriétaire,Maison individuelle isolée,198,Auvergne-Rhône-Alpes,59400,48931,Crédit Agricole Assurances (Pacifica),"['Catastrophes naturelles', 'Responsabilité civile']","['Dommages électriques, climatiques, inondation', 'Tempête, grêle, neige']",2,54804,1785,2,2023-02-27,Non,Non
CLT03657,31,Marié(e),Propriétaire,Appartement,59,Île-de-France,19470,51109,Matmut,"['Attentats matériels', 'Catastrophes naturelles']","['Vol', ""Protection corporelle de l'assuré"", 'Assistance']",2,5000,687,3,2024-06-21,Non,Non
CLT03658,23,Marié(e),Locataire,Appartement,46,Occitanie,12880,26246,"Covéa (MMA, MAAF, GMF)","['Catastrophes naturelles', 'Responsabilité civile']","['Assistance', ""Dégât des eaux, gel, refoulement d'égout"", 'Incendie, foudre, explosion, vandalisme']",2,10995,207,2,2023-12-23,Non,Non
CLT03659,30,En couple,Locataire,Appartement,60,Provence-Alpes-Côte d'Azur,19200,28962,Macif (Aéma Groupe),"['Attentats matériels', 'Catastrophes naturelles', 'Responsabilité civile']","['Assistance', 'Vol']",3,7116,399,3,2022-07-23,Non,Non
CLT03660,22,Marié(e),Locataire,Appartement,57,Occitanie,15960,42203,"Covéa (MMA, MAAF, GMF)","['Attentats matériels', 'Catastrophes naturelles', 'Responsabilité civile']","['Incendie, foudre, explosion, vandalisme']",3,15567,379,3,2022-12-16,Non,Non
CLT03661,68,Marié(e),Propriétaire,Maison individuelle isolée,159,Nouvelle-Aquitaine,49290,46335,"Covéa (MMA, MAAF, GMF)","['Catastrophes naturelles', 'Attentats matériels']","['Bris de glace, véranda, capteurs solaires']",2,41630,1852,3,2025-01-28,Non,Non
CLT03662,85,Marié(e),Locataire,Maison individuelle isolée,118,Auvergne-Rhône-Alpes,35400,33173,"Covéa (MMA, MAAF, GMF)",['Attentats matériels'],"['Incendie, foudre, explosion, vandalisme', ""Dégât des eaux, gel, refoulement d'égout"", 'Vol']",1,22493,455,2,2024-02-21,Non,Non
CLT03663,37,Célibataire,Locataire,Maison individuelle isolée,135,Provence-Alpes-Côte d'Azur,43200,25830,"Covéa (MMA, MAAF, GMF)","['Attentats matériels', 'Responsabilité civile', 'Catastrophes naturelles']","['Incendie, foudre, explosion, vandalisme', 'Tempête, grêle, neige']",3,37476,695,2,2023-03-19,Non,Non
CLT03664,55,Célibataire,Propriétaire,Appartement,59,Provence-Alpes-Côte d'Azur,18880,50380,"Covéa (MMA, MAAF, GMF)",['Responsabilité civile'],"['Assistance', 'Bris de glace, véranda, capteurs solaires']",1,16188,589,3,2022-08-21,Non,Non
CLT03665,18,En couple,Locataire,Appartement,60,Île-de-France,19800,48568,"Covéa (MMA, MAAF, GMF)","['Catastrophes naturelles', 'Responsabilité civile']","['Dommages électriques, climatiques, inondation', ""Dégât des eaux, gel, refoulement d'égout""]",2,17205,150,0,,Non,Non
CLT03666,60,Marié(e),Propriétaire,Maison mitoyenne,122,Île-de-France,40260,30827,Crédit Agricole Assurances (Pacifica),"['Responsabilité civile', 'Attentats matériels', 'Catastrophes naturelles']","['Bris de glace, véranda, capteurs solaires']",3,36365,1257,2,2022-12-23,Non,Non
CLT03667,78,En couple,Locataire,Maison individuelle isolée,101,Île-de-France,33330,25286,Crédit Agricole Assurances (Pacifica),['Responsabilité civile'],"['Vol', 'Tempête, grêle, neige', 'Incendie, foudre, explosion, vandalisme']",1,5000,390,2,2024-03-08,Non,Non
CLT03668,74,Veuf(ve),Locataire,Maison individuelle isolée,122,Occitanie,34160,36950,Macif (Aéma Groupe),"['Attentats matériels', 'Responsabilité civile', 'Catastrophes naturelles']","['Incendie, foudre, explosion, vandalisme']",3,18262,468,1,2023-03-20,Non,Non
CLT03669,34,Célibataire,Propriétaire,Maison individuelle isolée,179,Nouvelle-Aquitaine,55490,23601,Crédit Agricole Assurances (Pacifica),"['Attentats matériels', 'Responsabilité civile']","['Dommages électriques, climatiques, inondation', 'Vol']",2,20095,2084,3,2025-03-13,Non,Non
CLT03670,31,Célibataire,Propriétaire,Maison individuelle isolée,194,Île-de-France,64019,41520,Crédit Agricole Assurances (Pacifica),"['Responsabilité civile', 'Catastrophes naturelles', 'Attentats matériels']",['Vol'],3,23639,2582,3,2024-04-30,Non,Non
CLT03671,62,Marié(e),Propriétaire,Maison individuelle isolée,159,Provence-Alpes-Côte d'Azur,50880,45992,Crédit Agricole Assurances (Pacifica),"['Attentats matériels', 'Catastrophes naturelles', 'Responsabilité civile']","['Incendie, foudre, explosion, vandalisme', 'Assistance', 'Bris de glace, véranda, capteurs solaires']",3,35472,2116,3,2024-01-03,Non,Non
CLT03672,38,Marié(e),Propriétaire,Maison mitoyenne,140,Occitanie,39200,37169,Matmut,"['Responsabilité civile', 'Attentats matériels']","['Bris de glace, véranda, capteurs solaires', ""Protection corporelle de l'assuré"", 'Tempête, grêle, neige']",2,21573,1630,3,2025-01-26,Non,Non
CLT03673,59,Divorcé(e),Propriétaire,Maison individuelle isolée,95,Occitanie,26600,28587,Crédit Agricole Assurances (Pacifica),"['Responsabilité civile', 'Attentats matériels', 'Catastrophes naturelles']","['Tempête, grêle, neige', ""Dégât des eaux, gel, refoulement d'égout"", 'Vol']",3,24562,978,2,2025-03-06,Non,Non
CLT03674,22,Célibataire,Propriétaire,Appartement,89,Nouvelle-Aquitaine,27590,25282,Crédit Agricole Assurances (Pacifica),"['Responsabilité civile', 'Catastrophes naturelles', 'Attentats matériels']","['Incendie, foudre, explosion, vandalisme', 'Assistance', 'Dommages électriques, climatiques, inondation']",3,20906,917,2,2025-02-25,Non,Non
CLT03675,28,Marié(e),Propriétaire,Appartement,58,Occitanie,16240,25996,Crédit Agricole Assurances (Pacifica),['Responsabilité civile'],"['Vol', 'Tempête, grêle, neige']",1,13982,579,3,2022-09-08,Non,Non
CLT03676,68,Célibataire,Propriétaire,Maison mitoyenne,123,Nouvelle-Aquitaine,38130,49448,Crédit Agricole Assurances (Pacifica),['Responsabilité civile'],"['Assistance', 'Tempête, grêle, neige']",1,30494,1228,3,2025-01-12,Oui,Non
CLT03677,75,Célibataire,Propriétaire,Maison individuelle isolée,173,Auvergne-Rhône-Alpes,51900,49683,Groupe des Assurances du Crédit Mutuel,"['Responsabilité civile', 'Catastrophes naturelles']","['Incendie, foudre, explosion, vandalisme']",2,19461,2015,3,2023-06-13,Non,Oui
CLT03678,63,Marié(e),Locataire,Maison individuelle isolée,131,Occitanie,36680,36373,Crédit Agricole Assurances (Pacifica),"['Catastrophes naturelles', 'Responsabilité civile', 'Attentats matériels']","['Bris de glace, véranda, capteurs solaires', 'Assistance', 'Dommages électriques, climatiques, inondation']",3,23319,871,3,2024-09-20,Non,Non
CLT03679,23,Célibataire,Propriétaire,Appartement,94,Provence-Alpes-Côte d'Azur,30080,27751,Groupe des Assurances du Crédit Mutuel,"['Attentats matériels', 'Responsabilité civile']","[""Protection corporelle de l'assuré"", 'Bris de glace, véranda, capteurs solaires', 'Tempête, grêle, neige']",2,27252,847,2,2022-07-01,Non,Non
